JobID,Title,ExperienceLevel,YearsOfExperience,Responsibilities,Keywords,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_19,Skill_20,Skill_21,Skill_22,Skill_23,Skill_24,Skill_25,Skill_26,Skill_27,Skill_28,Skill_29,Skill_30,Skill_31,Skill_32,Skill_33,Skill_34,Skill_35
SRE-E-012,Site Reliability Engineer,Experienced,6+,Design and manage scalable infrastructure; Automate CI/CD pipelines; Implement IaC and container orchestration; Monitor systems and optimize performance; Lead incident response; Collaborate across teams; Mentor junior SREs,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Bash/Zsh Scripting,Linux/Windows,Aws,Azure,Gcp,Docker,Kubernetes,Ci/Cd (Jenkins,Bamboo,Github Actions),Iac (Terraform,Ansible,Puppet,Chef),Monitoring (Prometheus,Grafana,Elk,Nagios,Splunk),Networking,Distributed Systems Design,Automation,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,
SRE-E-013,Site Reliability Engineer,Experienced,7+,Oversee infrastructure reliability; Lead automation initiatives; Maintain CI/CD and IaC pipelines; Monitor distributed systems; Optimize system performance; Manage incident responses; Mentor team members; Collaborate with cross-functional teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Distributed Systems,Python Advanced,Go,Java,Bash/Zsh Scripting,Linux Administration,Windows Server,Cloud (Aws,Azure,Gcp),Docker,Kubernetes Advanced,Ci/Cd Pipelines,Iac (Terraform,Ansible),Monitoring & Logging (Prometheus,Grafana,Elk),Networking (Tcp/Ip,Dns,Load Balancing,Cdn),Automation,Distributed Systems,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,,
SRE-E-014,Site Reliability Engineer,Experienced,8+,"Lead SRE team; Design and manage scalable distributed systems; Automate deployments and monitoring; Implement CI/CD pipelines and IaC; Ensure uptime and performance; Mentor junior engineers; Collaborate with development, operations, and security teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux,Windows Server,Cloud  (Aws,Azure,Gcp),Docker,Kubernetes,Ci/Cd Pipelines (Jenkins,Github Actions),Iac (Terraform,Ansible,Puppet),Monitoring & Logging (Prometheus,Grafana,Elk,Nagios,Splunk),Networking (Tcp/Ip,Dns,Cdn,Load Balancing),Automation,Distributed Systems,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,
SRE-E-015,Site Reliability Engineer,Experienced,9+,Manage SRE operations for large-scale systems; Lead automation and CI/CD initiatives; Implement and manage container orchestration; Monitor and optimize system performance; Ensure system reliability; Mentor and train team members; Collaborate with multiple teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux/Windows Administration,Aws,Azure,Gcp Advanced,Docker,Kubernetes,Ci/Cd Pipelines,Iac (Terraform,Ansible,Puppet,Chef),Monitoring & Logging Tools,Networking,Automation,Distributed Systems,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,,,,,,
SRE-E-016,Site Reliability Engineer,Experienced,10+,"Oversee SRE operations; Design scalable, fault-tolerant systems; Lead automation, CI/CD, and IaC implementations; Manage monitoring and logging frameworks; Ensure high availability; Mentor SRE teams; Coordinate with DevOps, development, and security teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux,Windows Server,Cloud Platforms,Docker,Kubernetes,Ci/Cd Pipelines,Iac (Terraform,Ansible,Puppet),Monitoring & Logging (Prometheus,Grafana,Elk,Nagios,Splunk),Networking (Tcp/Ip,Dns,Load Balancing,Cdn),Automation,Distributed Systems Design,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,
SRE-E-017,Site Reliability Engineer,Experienced,11+,Lead SRE initiatives; Implement and optimize CI/CD pipelines and IaC; Manage containerized and distributed systems; Monitor system health and performance; Drive automation and process improvements; Mentor SRE team members; Collaborate with development and operations teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux/Windows Administration,Cloud Platforms,Docker,Kubernetes,Ci/Cd Pipelines,Iac (Terraform,Ansible,Puppet,Chef),Monitoring & Logging,Networking,Automation,Distributed Systems,Security And Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,,,,,,,,
SRE-E-018,Site Reliability Engineer,Experienced,12+,"Design and manage large-scale SRE infrastructure; Lead automation and CI/CD implementations; Monitor distributed systems performance; Ensure reliability, scalability, and security; Mentor junior and mid-level SREs; Coordinate with cross-functional teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux/Windows,Cloud Platforms (Aws,Azure,Gcp),Docker,Kubernetes,Ci/Cd Pipelines (Jenkins,Github Actions,Bamboo),Iac (Terraform,Ansible,Puppet,Chef),Monitoring & Logging (Prometheus,Grafana,Elk,Nagios,Splunk),Networking (Tcp/Ip,Dns,Load Balancing,Cdn),Automation,Distributed Systems Architecture,Security Compliance,Problem-Solving,Leadership,Collaboration,Communication,,
SRE-E-019,Site Reliability Engineer,Experienced,13+,Lead SRE teams for enterprise systems; Implement and maintain CI/CD pipelines and IaC; Manage containerized and distributed systems; Monitor and improve system reliability; Drive automation initiatives; Mentor and train SRE engineers; Collaborate with development and operations teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux/Windows,Cloud Platforms,Docker,Kubernetes,Ci/Cd Pipelines,Iac (Terraform,Ansible,Puppet,Chef),Monitoring & Logging,Networking,Automation,Distributed Systems Design,Security And Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,,,,,,,,
SRE-E-020,Site Reliability Engineer,Experienced,15+,"Strategic oversight of SRE operations; Lead automation, CI/CD, and IaC strategies; Ensure enterprise system reliability and scalability; Optimize performance and incident response; Mentor senior and junior SRE engineers; Collaborate with cross-functional teams across the organization",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems,Python,Go,Java,Bash/Zsh Scripting,Linux/Windows Administration,Cloud Platforms,Docker,Kubernetes,Ci/Cd Pipelines,Iac (Terraform,Ansible,Puppet,Chef),Monitoring & Logging  (Prometheus,Grafana,Elk,Nagios,Splunk),Networking (Tcp/Ip,Dns,Load Balancing,Cdn),Automation,Distributed Systems Architecture,Security And Compliance,Problem-Solving,Leadership,Collaboration,Communication,,,,,,
SD001,Software Developer - Entry Level,Fresher,0–1 year,"Contribute to software development projects; Write clean code in Java, Python, or C++; Assist in developing web interfaces with HTML, CSS, JavaScript; Participate in debugging and testing; Collaborate in Agile sprints; Learn from senior engineers and adapt to new technologies",Software Developer; Entry-Level; Fresher; Java; Python; C++; Web Development; Agile,Java,Python,C++,Html,Css,Javascript,Sql,Git,Problem-Solving,Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
SD002,Software Developer - Entry Level,Fresher,0–1 year,"Assist in building and maintaining software applications; Develop front-end components using HTML, CSS, JavaScript; Support backend development in Java or Python; Write SQL queries; Participate in testing and debugging; Collaborate with the team in Agile workflows",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork,Java,Python,C++,Html,Css,Javascript,Sql,Git,Teamwork,Problem-Solving,,,,,,,,,,,,,,,,,,,,,,,,,
SD003,Software Developer - Entry Level,Fresher,0–1 year,"Assist in coding, debugging, and testing applications; Support front-end development using JavaScript frameworks; Maintain database scripts; Collaborate with senior developers; Learn best practices in software engineering",Software Developer; Entry-Level; Fresher; Frontend; Backend; Debugging; Testing,Java,Python,C++,Html,Css,Javascript,Sql,Git,Problem-Solving,Teamwork,,,,,,,,,,,,,,,,,,,,,,,,,
SD004,Software Developer - Entry Level,Fresher,0–1 year,"Develop front-end interfaces using HTML, CSS, JavaScript; Write server-side logic in Java or Python; Create and maintain SQL queries; Participate in debugging and testing; Collaborate with team members in Agile workflow",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork,Java,Python,C++,Html,Css,Javascript,Sql,Git,Analytical Thinking,Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
SD005,Software Developer - Entry Level,Fresher,0–1 year,"Write code in Java, Python, or C++; Assist in front-end web development with HTML, CSS, and JavaScript; Maintain SQL databases; Debug and test modules; Collaborate with senior engineers in Agile ceremonies",Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Collaboration,Java,Python,C++,Html,Css,Javascript,Sql,Git,Problem-Solving,Communication,,,,,,,,,,,,,,,,,,,,,,,,,
SD006,Software Developer - Entry Level,Fresher,0–1 year,Assist in front-end development with Angular or React; Write backend logic in Node.js or Python; Maintain SQL/NoSQL databases; Perform testing; Collaborate in Agile sprints,Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development,Javascript,Python,Java,Angular,React,Sql,Nosql,Git,Collaboration,Problem-Solving,,,,,,,,,,,,,,,,,,,,,,,,,
SD007,Software Developer - Entry Level,Fresher,0–1 year,Assist in developing Android/iOS applications; Write frontend components; Maintain backend services; Perform testing; Collaborate with UX/UI designers,Software Developer; Entry-Level; Fresher; Mobile Development; Android; iOS; Agile,Java,Kotlin,Swift,Android Studio,Xcode,Sql,Nosql,Git,Teamwork,Analytical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,
SD008,Software Developer - Entry Level,Fresher,0–1 year,Write Python scripts for data preprocessing; Assist in building machine learning models; Integrate REST APIs; Perform testing in collaboration with data scientists,Software Developer; Entry-Level; Fresher; AI; Data Analytics; Machine Learning,Python,Sql,Git,Ml Libraries (Scikit-Learn,Pandas),Problem-Solving,Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD009,Software Developer - Entry Level,Fresher,0–1 year,Write backend services in Python or Java; Deploy microservices on AWS or Azure; Maintain databases; Participate in testing; Collaborate in Agile teams,Software Developer; Entry-Level; Fresher; Cloud Computing; Backend; Agile,Python,Java,Git,Aws,Azure,Sql,Nosql,Teamwork,Problem-Solving,,,,,,,,,,,,,,,,,,,,,,,,,,
SD010,Software Developer - Experienced,Experienced,1–3 years,"Develop robust software solutions; Build frontend applications using React, Angular, or Vue.js; Implement backend services and REST APIs; Optimize database queries; Participate in Agile sprints and code reviews; Collaborate with cross-functional teams",Software Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Agile; Full-Stack,Java,Python,C++,Javascript/Typescript,React,Angular,Vue.Js,Node.Js,Django,Spring Boot,Sql,Nosql,Git,Agile/Scrum,,,,,,,,,,,,,,,,,,,,,
SD011,Software Developer - Experienced,Experienced,2–4 years,Design and implement scalable applications; Maintain backend and frontend systems; Deploy applications with Docker/Kubernetes; Optimize database queries; Participate in code reviews and Agile ceremonies,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Agile; CI/CD,Java,Python,C++,React,Angular,Node.Js,Sql,Nosql,Git,Docker,Kubernetes,Ci/Cd,Agile/Scrum,,,,,,,,,,,,,,,,,,,,,,
SD012,Software Developer - Experienced,Experienced,3–5 years,Lead backend and frontend development; Integrate cloud services; Deploy and maintain CI/CD pipelines; Ensure application performance and scalability,Software Developer; Experienced; Mid-Level; Cloud; Full-Stack; Agile; CI/CD,Java,Python,C#,Angular,React,Node.Js,Sql,Nosql,Aws,Git,Ci/Cd,Agile/Scrum,,,,,,,,,,,,,,,,,,,,,,,
SD013,Software Developer - Experienced,Experienced,4–6 years,Design full-stack applications; Deploy microservices in cloud; Maintain database systems; Lead code reviews; Mentor junior developers,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Mentoring; Agile,Java,Python,React,Angular,Vue.Js,Node.Js,Sql,Nosql,Aws,Docker,Kubernetes,Git,Agile/Scrum,,,,,,,,,,,,,,,,,,,,,,
SD014,Software Developer - Experienced,Experienced,5–7 years,Lead development of enterprise applications; Implement cloud-based solutions; Ensure scalability and security; Oversee CI/CD pipeline management; Mentor teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; CI/CD,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Azure,Docker,Kubernetes,Git,Ci/Cd,Agile/Scrum,,,,,,,,,,,,,,,,,,,,
SD015,Software Developer - Experienced,Experienced,6–8 years,Architect and develop enterprise applications; Lead cloud migration projects; Manage microservices deployment; Ensure system reliability and performance,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Microservices; Leadership,Java,Python,C++,Angular,React,Node.Js,Sql,Nosql,Aws,Docker,Kubernetes,Git,Ci/Cd,Agile/Scrum,Microservices,,,,,,,,,,,,,,,,,,,,
SD016,Software Developer - Experienced,Experienced,7–9 years,Lead design of scalable software systems; Mentor development teams; Ensure CI/CD best practices; Implement cloud solutions; Drive full-stack architecture decisions,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Azure,Docker,Kubernetes,Git,Ci/Cd,Agile/Scrum,Microservices,,,,,,,,,,,,,,,,,,,
SD017,Software Developer - Experienced,Experienced,8–10 years,Oversee large-scale software projects; Lead cross-functional development teams; Ensure deployment and scalability of cloud solutions; Mentor junior and mid-level developers,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Docker,Kubernetes,Git,Ci/Cd,Microservices,Team Leadership,,,,,,,,,,,,,,,,,,,,
SD018,Software Developer - Experienced,Experienced,9–12 years,Lead enterprise software development; Drive cloud adoption strategies; Oversee CI/CD pipelines; Mentor technical teams and set best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Agile,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Docker,Kubernetes,Git,Ci/Cd,Microservices,Agile,Team Leadership,,,,,,,,,,,,,,,,,,,
SD019,Software Developer - Experienced,Experienced,10+ years,Lead technical strategy for software projects; Architect scalable cloud solutions; Oversee development and CI/CD processes; Mentor multiple development teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Azure,Docker,Kubernetes,Git,Ci/Cd,Microservices,Team Leadership,,,,,,,,,,,,,,,,,,,
SD020,Software Developer - Experienced,Experienced,10+ years,Drive full-stack software architecture; Lead cloud and microservices initiatives; Mentor teams across projects; Implement CI/CD and Agile best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices,Java,Python,C#,React,Angular,Node.Js,Sql,Nosql,Aws,Docker,Kubernetes,Git,Ci/Cd,Microservices,Agile,Team Leadership,,,,,,,,,,,,,,,,,,,
SE-F1,Software Engineer - Entry Level,Fresher,0-2,Write clean and maintainable code in Python and JavaScript; Collaborate with senior engineers to implement features; Debug issues and participate in agile sprints; Contribute to unit testing and code documentation; Learn and apply modern development practices,Software Engineer; Python; JavaScript; React; MySQL; Agile; Unit Testing; OOP,Python,Javascript,Git,React,Mysql,Data Structures,Algorithms,Vs Code,Jira,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F2,Software Engineer - Entry Level,Fresher,0-2,Develop secure applications using Java and SQL; Assist in debugging REST APIs; Collaborate in agile workflows; Contribute to integration testing; Document processes for clarity,Software Engineer; Java; SQL; REST API; Agile; Integration Testing; Debugging,Java,Sql,Git,Rest Apis,Intellij,Github,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F3,Software Engineer - Entry Level,Fresher,0-2,Develop front-end features using Vue.js and JavaScript; Ensure responsive UI design; Integrate APIs with senior developers’ guidance; Perform unit testing and follow agile methodologies; Collaborate to deliver user-focused applications,Software Engineer; Vue.js; JavaScript; UI/UX; Responsive Design; Agile; API Integration,Javascript,Vue.Js,Html,Css,Apis,Git,Vs Code,Figma,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F4,Software Engineer - Entry Level,Fresher,0-2,Develop backend services with Python and Django; Write SQL queries for data management; Assist in debugging and bug fixing; Participate in agile sprints and Git workflows; Document code for scalability,Software Engineer; Python; Django; SQL; Backend; Agile; Debugging,Python,Django,Sql,Git,Pycharm,Trello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F5,Software Engineer - Entry Level,Fresher,0-2,Develop gameplay features using C++ and Unity; Debug and test game functionality; Collaborate with artists in agile workflows; Integrate assets into projects; Learn and apply SDLC practices,Software Engineer; C++; Unity; Game Development; Agile; Debugging,C++,Unity,Git,Visual Studio,Game Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F6,Software Engineer - Entry Level,Fresher,0-2,Code in Python and Java with a focus on security; Assist in implementing security protocols; Perform unit testing; Work in agile development teams; Collaborate with senior engineers for secure applications,Software Engineer; Python; Java; Cybersecurity; Agile; Unit Testing,Python,Java,Git,Cybersecurity,Intellij,Jira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F7,Software Engineer - Entry Level,Fresher,0-2,Develop backend services with Node.js and MongoDB; Apply data structures and algorithms for efficiency; Assist in integration testing; Document processes for clarity; Collaborate in agile sprints,Software Engineer; Node.js; MongoDB; APIs; Agile; Integration Testing,Node.Js,Mongodb,Git,Apis,Vs Code,Postman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F8,Software Engineer - Entry Level,Fresher,0-2,Develop intelligent applications using Python; Integrate REST APIs for ML models; Perform basic testing and debugging; Collaborate in agile workflows; Support cloud deployment on Azure,Software Engineer; Python; REST APIs; Machine Learning; Azure; Agile,Python,Rest Apis,Git,Machine Learning,Jupyter Notebook,Azure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F9,Software Engineer - Entry Level,Fresher,0-2,Develop front-end features using Angular and JavaScript; Ensure responsive design; Assist in unit testing; Collaborate with backend teams; Learn and apply agile methodologies,Software Engineer; Angular; JavaScript; Front-End; Responsive Design; Agile,Angular,Javascript,Html,Css,Responsive Design,Vs Code,Figma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-F10,Software Engineer - Entry Level,Fresher,0-2,Develop IoT applications with Rust; Assist in unit testing and debugging; Collaborate in agile sprints; Ensure scalability of solutions; Document development processes,Software Engineer; Rust; IoT; Agile; Unit Testing; Scalability,Rust,Git,Iot,Data Structures,Vs Code,Docker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E11,Software Engineer - Experienced,Experienced,3–5,Develop scalable web applications using React and Node.js; Integrate REST APIs and database systems; Participate in code reviews; Optimize application performance; Mentor junior engineers,Software Engineer; React; Node.js; Python; Agile; REST APIs; Unit Testing,Python,Javascript,React,Node.Js,Git,Sql,Rest Apis,Docker,Agile,Unit Testing,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E12,Software Engineer - Experienced,Experienced,3–5,Develop and maintain backend services; Implement REST APIs and microservices; Deploy applications on AWS using Docker/Kubernetes; Participate in Agile sprints and code reviews; Mentor junior team members,Software Engineer; Java; Spring Boot; Backend; AWS; Docker; Agile,Java,Spring Boot,Sql,Git,Rest Apis,Aws,Docker,Kubernetes,Agile,Debugging,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E13,Software Engineer - Experienced,Experienced,4–6,Develop backend services using Django; Integrate REST APIs and databases; Manage CI/CD pipelines; Ensure code quality and performance; Mentor junior engineers,Software Engineer; Python; Django; Backend; REST APIs; CI/CD; Mentoring,Python,Django,Rest Apis,Sql,Git,Ci/Cd,Docker,Agile,Testing,Mentoring,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E14,Software Engineer - Experienced,Experienced,4–6,Develop front-end applications using Angular; Integrate with backend APIs; Perform code reviews and testing; Collaborate in Agile sprints; Mentor junior frontend developers,Software Engineer; Angular; Front-End; JavaScript; Agile; REST APIs; Mentoring,Javascript,Angular,Typescript,Html,Css,Git,Testing,Agile,Rest Apis,Team Leadership,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E15,Software Engineer - Experienced,Experienced,5–7,Lead backend development using Spring Boot; Design microservices architecture; Deploy services on AWS using Docker/Kubernetes; Participate in code reviews; Mentor team members,Software Engineer; Java; Spring Boot; Microservices; AWS; Backend; Mentoring,Java,Spring Boot,Microservices,Sql,Git,Docker,Kubernetes,Aws,Agile,Mentoring,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E16,Software Engineer - Experienced,Experienced,5–7,Develop ML-powered applications using Python; Integrate REST APIs and databases; Ensure application scalability and performance; Deploy on AWS using Docker; Collaborate in Agile sprints,Software Engineer; Python; Machine Learning; REST APIs; AWS; Agile; Backend,Python,Machine Learning,Rest Apis,Sql,Git,Docker,Agile,Testing,Aws,Ci/Cd,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E17,Software Engineer - Experienced,Experienced,6–8,Develop backend services using Node.js and Express; Design and maintain MongoDB databases; Deploy applications using Docker/Kubernetes; Implement CI/CD pipelines; Mentor junior engineers,Software Engineer; Node.js; Backend; MongoDB; CI/CD; Agile; Mentoring,Node.Js,Express,Mongodb,Git,Docker,Kubernetes,Ci/Cd,Agile,Testing,Mentoring,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E18,Software Engineer - Experienced,Experienced,6–8,Develop front-end applications using React and Redux; Integrate APIs with backend services; Perform unit testing and code reviews; Participate in Agile workflows; Mentor junior frontend developers,Software Engineer; React; Front-End; JavaScript; REST APIs; Agile; Mentoring,React,Redux,Javascript,Html,Css,Git,Agile,Testing,Rest Apis,Mentoring,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E19,Software Engineer - Experienced,Experienced,7–10,Lead backend development with Django; Design and maintain REST APIs; Deploy applications on AWS using Docker; Ensure CI/CD best practices; Lead a team of junior developers,Software Engineer; Python; Django; Backend; AWS; CI/CD; Leadership,Python,Django,Rest Apis,Postgresql,Git,Docker,Aws,Ci/Cd,Agile,Team Leadership,,,,,,,,,,,,,,,,,,,,,,,,,
SE-E20,Software Engineer - Experienced,Experienced,7–10,Lead frontend development using Angular; Integrate APIs and ensure responsive UI; Perform code reviews and testing; Manage CI/CD pipelines; Mentor junior developers and lead Agile teams,Software Engineer; Angular; Front-End; JavaScript; Agile; CI/CD; Leadership,Javascript,Angular,Typescript,Html,Css,Git,Docker,Ci/Cd,Agile,Team Leadership,,,,,,,,,,,,,,,,,,,,,,,,,
SDET-F-001,Software Tester (SDET),Fresher,0-1,"Assist in creating test scripts for software applications; Perform functional, regression, and API testing; Collaborate with development teams on test planning; Execute basic automated test cases using Selenium or Cypress; Document test results and defects; Learn Agile/Scrum processes",Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing,Java,Python,C#,Selenium Webdriver,Cypress,Functional Testing,Regression Testing,Api Testing,Postman,Jmeter,Agile/Scrum Understanding,Communication,Teamwork,Attention To Detail,Problem-Solving,,,,,,,,,,,,,,,,,,,,
SDET-F-002,Software Tester (SDET),Fresher,0-1,Support test automation efforts; Assist in executing automated and manual tests; Validate API endpoints using Postman; Report and document defects; Collaborate with developers on issue resolution; Participate in Agile ceremonies,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing,Java,Python,C#,Selenium Webdriver,Cypress,Functional Testing,Regression Testing,Api Testing,Postman,Basic Jenkins,Teamwork,Communication,Attention To Detail,,,,,,,,,,,,,,,,,,,,,,
SDET-F-003,Software Tester (SDET),Fresher,0-1,Assist in automated test script development; Execute functional and regression tests; Perform API testing using Postman; Log defects and track resolution; Collaborate in Agile team meetings; Document testing workflows,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing,Java,Python,C#,Selenium,Cypress,Functional And Regression Testing,Api Testing,Postman,Jmeter,Agile Understanding,Communication,Teamwork,Problem-Solving,,,,,,,,,,,,,,,,,,,,,,
SDET-F-004,Software Tester (SDET),Fresher,0-1,Support test planning and execution; Assist in writing and running automated test scripts; Perform API and functional testing; Document defects and test results; Collaborate with developers; Participate in Agile ceremonies,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing,Java,Python,C#,Selenium Webdriver,Cypress,Functional Testing,Regression Testing,Api Testing,Jenkins,Agile/Scrum Knowledge,Communication,Attention To Detail,Teamwork,,,,,,,,,,,,,,,,,,,,,,
SDET-F-005,Software Tester (SDET),Fresher,0-1,Execute automated and manual tests; Perform API validation; Support defect tracking and documentation; Collaborate with development team; Participate in Agile workflows; Document testing activities,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing,Java,Python,C#,Selenium,Cypress,Api Testing,Functional Testing,Regression Testing,Postman,Jenkins,Teamwork,Communication,Problem-Solving,,,,,,,,,,,,,,,,,,,,,,
SDET-E-006,Software Tester (SDET),Experienced,3+,"Design and implement automated test frameworks; Perform advanced functional, regression, and performance testing; Integrate automated tests into CI/CD pipelines; Review code quality and manage test data; Lead Agile QA team activities; Mentor junior SDETs",Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management,Java,Python,C# Advanced,Selenium Webdriver,Cypress,Testng,Jmeter,Appium,Api Testing Advanced,Ci/Cd Integration (Jenkins,Bamboo),Performance Testing,Agile Leadership,Team Collaboration,Code Review,Test Data Management,,,,,,,,,,,,,,,,,,,
SDET-E-007,Software Tester (SDET),Experienced,4+,Lead test automation strategy; Design and implement advanced test frameworks; Integrate testing with CI/CD pipelines; Conduct performance and load testing; Mentor and guide junior testers; Collaborate with cross-functional teams,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management,Java,Python,C# Advanced,Selenium Webdriver,Cypress,Testng,Jmeter,Appium,Api Testing Advanced,Ci/Cd Integration,Performance And Load Testing,Agile Leadership,Mentoring,Cross-Team Collaboration,Test Automation Strategy,,,,,,,,,,,,,,,,,,,,
SDET-E-008,Software Tester (SDET),Experienced,5+,Design and maintain automated test frameworks; Conduct advanced testing and performance evaluations; Integrate automated tests into CI/CD workflows; Review code quality and manage test data; Lead QA activities within Agile teams; Monitor and optimize defect detection metrics,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management,Java,Python Advanced,C# Advanced,Selenium Webdriver,Cypress,Testng,Jmeter,Appium,Api Testing Advanced,Ci/Cd Integration (Jenkins,Azure Devops),Performance And Load Testing,Code Review,Agile Leadership,Mentoring,Team Collaboration,Defect Management Metrics,,,,,,,,,,,,,,,,,,
SDET-E-009,Software Tester (SDET),Experienced,5+,"Lead test automation and QA strategy; Design automated testing frameworks; Perform advanced functional, API, and performance tests; Integrate automated tests with CI/CD pipelines; Mentor junior testers; Ensure Agile QA processes and best practices",Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management,Java,Python Advanced,C# Advanced,Selenium Webdriver,Cypress,Testng,Jmeter,Appium,Api Testing,Ci/Cd Integration,Performance Testing,Agile Leadership,Mentoring,Cross-Team Collaboration,Code Review,Test Automation,,,,,,,,,,,,,,,,,,,
